id,product_id,storage_id,updated_at,count
107,9,4009,2021-09-17 07:13:08,9
108,23,2865,2021-12-09 10:08:59,9
109,21,2742,2021-08-05 08:23:37,28
110,28,1023,2021-12-13 20:24:08,10
111,22,3783,2021-02-03 21:00:09,22
112,38,1100,2021-07-09 20:40:34,30
113,22,3688,2021-11-11 16:01:50,25
114,19,3969,2021-07-07 10:56:05,14
115,36,3918,2021-05-09 05:06:30,21
116,8,1891,2021-05-30 18:47:46,36
117,13,121,2021-02-26 23:27:05,20
118,32,2302,2021-07-23 08:49:50,21
119,9,2571,2021-07-22 20:01:57,5
120,17,2222,2021-10-07 18:51:44,7
121,49,3304,2021-04-14 19:39:14,6
122,31,2624,2021-05-05 10:30:03,6
123,55,4100,2021-03-18 04:41:17,19
124,55,3741,2021-12-08 07:49:08,9
125,47,4485,2021-10-23 17:47:53,2
126,51,2951,2021-10-30 22:21:28,1
127,6,2018,2021-05-08 01:48:08,35
128,1,3137,2021-12-20 00:55:59,15
129,34,3509,2021-08-25 05:59:18,43
130,5,1613,2021-08-04 18:38:38,31
131,18,2592,2021-05-02 06:31:05,21
132,20,2018,2021-07-22 10:11:43,26
133,19,715,2021-08-31 04:02:57,4
134,22,4218,2021-07-25 05:29:54,9
135,17,3112,2021-01-04 17:17:27,30
136,23,2561,2021-07-11 12:07:32,12
137,55,214,2021-01-25 19:09:55,19
138,21,3441,2021-01-09 06:36:45,13
139,8,761,2021-02-18 03:27:40,49
140,33,3037,2021-05-13 07:35:06,16
141,33,2789,2021-08-09 01:37:54,14
142,30,2511,2021-10-18 17:44:27,13
143,25,3459,2021-05-20 23:49:38,3
144,54,1716,2021-04-04 11:16:40,1
145,29,4195,2021-04-09 15:36:50,8
146,10,1914,2021-06-26 08:06:59,1
147,19,3299,2021-06-12 18:40:52,29
148,11,1110,2021-02-16 09:25:20,7
149,6,30,2021-02-04 20:31:07,37
150,48,2329,2021-10-24 06:44:10,13
151,46,4184,2021-10-02 08:22:52,7
152,9,2666,2021-04-20 00:23:22,17
153,30,1774,2021-06-19 03:04:44,3
154,51,4400,2021-03-26 09:34:19,1
155,7,198,2021-04-30 17:34:52,39
156,54,1544,2021-01-21 00:13:51,1
157,51,3408,2021-05-06 17:38:36,1
158,2,1981,2021-09-30 07:13:07,19
159,23,934,2021-07-07 03:17:39,16
160,6,3563,2021-04-22 00:08:45,39
161,22,4195,2021-11-02 04:43:22,8
162,19,3202,2021-04-02 13:04:01,10
163,30,2900,2021-10-11 04:05:56,16
164,28,2577,2021-12-10 16:09:23,3
165,9,3452,2021-07-08 14:07:00,6
166,33,614,2021-01-12 16:02:48,13
167,28,689,2021-08-08 00:30:53,1
168,40,2822,2021-04-23 14:04:37,1
169,8,1962,2021-07-21 22:04:32,34
170,15,4291,2021-01-03 16:29:28,5
171,48,4068,2021-03-31 16:53:34,8
172,29,2624,2021-03-09 13:22:16,12
173,29,671,2021-01-09 19:34:36,11
174,8,1136,2021-02-13 06:04:58,25
175,22,2526,2021-03-18 15:17:58,3
176,32,2870,2021-04-16 14:48:17,13
177,55,754,2021-03-01 15:16:36,9
178,26,2483,2021-04-14 19:41:01,17
179,48,4271,2021-07-14 20:50:59,13
180,46,1231,2021-11-02 06:45:01,3
181,45,3009,2021-09-26 18:23:43,4
182,23,198,2021-05-26 00:05:42,1
183,8,780,2021-01-14 07:02:45,31
184,22,1890,2021-03-08 16:09:09,18
185,54,3292,2021-09-01 12:15:09,1
186,1,2966,2021-05-19 21:29:44,12
187,19,301,2021-06-25 23:05:18,11
188,5,1958,2021-03-09 17:05:56,11
189,54,1757,2021-06-29 05:58:59,1
190,51,397,2021-08-07 23:44:40,1
191,47,1010,2021-08-31 15:53:37,3
192,55,2499,2021-05-05 09:41:12,28
193,50,2526,2021-03-12 18:45:14,8
194,23,2728,2021-10-15 05:10:23,4
195,22,2453,2021-03-13 23:40:57,32
196,15,2296,2021-11-06 07:50:28,4
197,30,2723,2021-12-01 07:30:32,17
198,36,2142,2021-05-02 16:46:16,49
199,3,1806,2021-08-03 04:57:44,16
200,11,3183,2021-12-27 06:18:19,4
201,30,2650,2021-01-15 20:34:14,7
202,11,379,2021-12-04 09:12:38,12
203,22,2557,2021-04-19 13:57:19,20
204,35,2878,2021-07-14 01:03:53,6
205,9,2778,2021-04-23 11:31:29,15
206,17,885,2021-09-11 03:06:19,9
207,50,1873,2021-01-07 11:34:24,7
208,26,2868,2021-02-04 13:42:50,5
209,27,1498,2021-12-23 16:49:08,14
210,27,3341,2021-04-09 12:00:46,7
211,14,2382,2021-11-06 11:18:54,29
212,16,1307,2021-06-06 05:35:10,28
213,33,1081,2021-01-03 05:33:54,25
214,24,4234,2021-03-09 08:33:32,16
215,3,1948,2021-01-13 17:35:55,25
216,27,2473,2021-08-01 03:57:33,14
217,17,1747,2021-10-03 13:42:27,36
218,36,133,2021-08-07 23:51:58,29
219,19,3367,2021-01-25 15:23:55,21
220,38,3998,2021-01-06 02:09:15,37
221,11,193,2021-09-09 18:23:33,6
222,4,4286,2021-11-25 16:22:04,37
223,29,297,2021-09-24 20:08:51,1
224,46,3484,2021-06-01 18:21:25,1
225,32,4498,2021-02-01 06:04:37,17
226,5,4508,2021-09-14 07:52:25,27
227,15,3983,2021-10-02 01:55:00,21
228,46,1054,2021-06-01 04:40:03,17
229,23,121,2021-10-23 19:36:35,8
230,22,84,2021-10-05 03:35:51,32
231,24,3763,2021-08-05 13:08:29,1
232,3,2664,2021-06-19 06:07:27,3
233,47,4365,2021-12-17 10:55:58,16
234,45,2453,2021-11-13 00:45:15,8
235,51,1337,2021-11-15 03:19:47,1
236,35,737,2021-04-07 08:37:06,5
237,44,3558,2021-07-11 21:38:00,1
238,12,923,2021-01-13 13:21:46,9
239,47,1917,2021-11-30 16:40:34,5
240,21,4332,2021-07-12 05:10:21,9
241,4,967,2021-11-19 06:58:56,36
242,22,4237,2021-06-13 00:19:52,10
243,13,418,2021-04-30 04:59:58,19
244,25,3369,2021-12-22 17:36:17,16
245,34,2375,2021-11-26 08:36:56,25
246,31,2657,2021-07-11 01:00:05,10
247,12,2571,2021-08-22 17:08:16,2
248,1,2316,2021-09-23 06:02:53,22
249,7,309,2021-01-26 19:11:12,41
250,16,321,2021-01-11 12:25:39,14
251,31,2521,2021-09-02 06:24:11,10
252,1,1948,2021-08-31 18:06:47,16
253,7,390,2021-01-17 17:31:56,21
254,14,1208,2021-02-02 20:13:28,21
255,46,722,2021-10-10 15:45:44,9
256,23,3467,2021-11-17 12:11:23,5
257,31,3147,2021-02-02 09:16:21,14
258,2,3256,2021-07-02 06:20:05,11
259,36,2329,2021-09-24 07:21:03,47
260,28,597,2021-04-20 10:53:38,3
261,28,3164,2021-05-20 22:49:14,16
262,50,2309,2021-02-02 10:47:31,7
263,33,3189,2021-10-25 16:53:34,37
264,13,3043,2021-07-04 19:45:05,13
265,28,4485,2021-11-27 15:51:10,11
266,42,271,2021-11-18 05:20:42,1
267,36,931,2021-06-16 22:55:45,46
268,28,3639,2021-08-03 22:24:11,14
269,2,2271,2021-01-27 19:50:54,4
270,3,2932,2021-10-24 16:55:45,14
271,27,2779,2021-04-19 07:16:50,6
272,47,1778,2021-01-15 03:21:14,5
273,15,950,2021-09-20 04:37:35,16
274,30,3815,2021-07-20 00:14:44,1
275,50,2274,2021-08-15 11:55:32,1
276,4,114,2021-10-02 13:49:47,15
277,43,3088,2021-09-02 12:27:29,1
278,7,1126,2021-01-02 05:58:14,5
279,37,2299,2021-02-02 05:21:53,47
280,34,838,2021-04-17 06:57:51,36
281,16,144,2021-07-15 06:31:49,20
282,47,3278,2021-10-02 11:27:30,11
283,37,3427,2021-11-25 02:19:14,22
284,49,3334,2021-04-22 15:35:58,8
285,25,2209,2021-06-14 02:58:19,10
286,30,2380,2021-12-24 16:06:26,8
287,29,2870,2021-09-15 08:01:15,4
288,3,2292,2021-01-05 19:51:13,7
289,11,4452,2021-06-12 05:02:19,14
290,33,824,2021-04-12 06:05:42,44
291,3,2822,2021-03-19 13:20:36,9
292,10,3064,2021-03-11 07:05:33,9
293,28,4400,2021-06-04 18:51:59,12
294,50,2577,2021-10-02 22:50:18,6
295,5,1281,2021-10-30 00:09:48,21
296,13,1117,2021-09-25 00:05:00,18
297,44,243,2021-03-21 03:35:03,1
298,10,2899,2021-07-17 17:09:17,2
299,35,4526,2021-11-19 11:52:48,32
300,19,3740,2021-05-28 20:01:34,12
301,15,2978,2021-04-24 11:25:07,4
302,32,4522,2021-05-01 05:20:19,15
303,21,3519,2021-09-15 22:21:47,7
304,49,49,2021-01-21 20:14:44,9
305,30,3942,2021-01-18 07:11:34,22
306,4,4079,2021-02-23 13:10:25,10
307,19,2640,2021-11-17 12:31:22,2
308,30,4528,2021-01-12 13:42:33,13
309,12,1998,2021-12-12 11:51:04,4
310,19,3040,2021-08-23 06:51:39,32
311,47,4217,2021-05-14 18:16:10,4
312,22,3298,2021-02-25 11:53:28,4
313,16,499,2021-04-28 12:14:26,10
314,33,2124,2021-10-29 13:17:11,38
315,8,1298,2021-07-29 12:53:10,3
316,52,160,2021-09-07 17:32:21,1
317,46,1528,2021-11-27 06:30:45,2
318,29,3897,2021-10-19 11:23:44,4
319,20,873,2021-08-17 00:02:45,23
320,41,2681,2021-09-14 06:48:59,1
321,2,2569,2021-12-17 17:00:35,29
322,55,4278,2021-12-30 07:38:37,21
323,9,1395,2021-02-03 08:47:04,10
324,29,1179,2021-07-24 13:43:19,23
325,5,2610,2021-01-01 22:31:39,19
326,2,3107,2021-08-23 11:49:40,36
327,45,4102,2021-07-23 21:39:46,16
328,1,3010,2021-02-21 08:29:28,4
329,36,586,2021-07-03 11:47:23,20
330,2,2138,2021-08-04 12:29:46,37
331,11,1661,2021-08-07 22:07:38,13
332,3,1337,2021-05-11 08:28:17,20
333,55,3968,2021-04-25 11:32:23,33
334,28,1947,2021-09-29 08:17:40,6
335,7,3538,2021-10-13 05:41:41,6
336,18,3648,2021-01-12 23:57:02,4
337,34,3781,2021-02-07 14:53:11,2
338,44,3940,2021-09-11 22:37:26,1
339,32,1661,2021-04-28 23:50:01,23
340,54,4523,2021-11-02 01:47:50,1
341,3,870,2021-05-25 18:39:20,23
342,20,3909,2021-02-24 00:47:31,31
343,38,3422,2021-12-06 12:43:07,44
344,18,3714,2021-12-11 22:25:55,9
345,54,3716,2021-06-16 00:58:16,1
346,49,1354,2021-01-16 19:44:58,4
347,28,1949,2021-08-26 04:32:55,9
348,28,4306,2021-05-04 14:24:28,15
349,9,3625,2021-09-01 11:35:35,2
350,16,663,2021-03-10 20:24:28,2
351,19,3937,2021-08-31 07:53:25,28
352,52,1328,2021-07-28 15:13:26,1
353,23,259,2021-05-04 02:33:39,3
354,27,304,2021-03-13 20:50:09,15
355,29,3447,2021-01-12 23:41:32,5
356,30,211,2021-01-02 18:27:15,32
357,2,1063,2021-04-12 13:27:33,37
358,7,824,2021-04-23 00:11:51,16
359,47,2367,2021-07-22 02:23:16,17
360,33,2383,2021-01-24 02:35:34,22
361,25,258,2021-12-27 06:32:15,16
362,32,387,2021-08-21 21:14:01,10
363,46,1778,2021-07-14 12:44:47,15
364,9,3315,2021-01-14 23:48:46,13
365,53,4283,2021-06-30 05:58:38,1
366,5,3751,2021-02-23 22:58:00,12
367,2,3384,2021-10-22 16:25:26,19
368,26,4504,2021-09-20 08:00:37,1
369,39,1877,2021-06-10 02:59:34,1
370,47,3444,2021-10-15 15:21:43,15
371,47,1529,2021-01-07 06:07:50,6
372,31,2935,2021-08-15 00:42:52,25
373,50,1163,2021-03-13 03:09:55,3
374,35,4387,2021-02-11 12:36:02,28
375,53,3285,2021-04-13 17:48:07,1
376,2,172,2021-12-06 08:42:30,27
377,7,4246,2021-06-01 11:05:05,10
378,3,1824,2021-11-22 21:27:11,21
379,27,3349,2021-11-06 22:35:32,5
380,30,825,2021-12-19 12:43:45,6
381,11,738,2021-12-02 10:42:36,15
382,45,179,2021-05-22 06:00:25,4
383,6,4266,2021-08-18 18:48:01,15
384,47,3472,2021-10-06 08:15:13,2
385,17,697,2021-03-28 06:19:38,38
386,25,4300,2021-10-24 20:56:00,8
387,27,432,2021-02-13 14:30:27,16
388,19,1540,2021-05-30 09:52:53,2
389,5,1876,2021-12-11 13:39:30,19
390,28,2589,2021-06-08 18:46:23,5
391,18,402,2021-07-24 18:57:37,19
392,14,4345,2021-05-09 10:10:57,9
393,35,2361,2021-11-27 04:33:28,44
394,25,1395,2021-09-05 10:29:26,10
395,5,369,2021-08-01 01:32:43,2
396,13,3982,2021-01-16 17:09:27,14
397,11,3466,2021-10-01 03:52:52,7
398,34,2882,2021-08-27 21:09:13,19
399,2,2376,2021-12-22 07:59:17,26
400,52,2872,2021-12-11 13:32:07,1
401,5,4047,2021-01-22 17:26:06,9
402,45,398,2021-06-12 12:36:18,12
403,27,1013,2021-09-07 08:19:11,9
404,38,112,2021-05-30 11:33:55,18
405,22,2397,2021-10-03 01:52:27,10
406,34,3295,2021-06-30 13:22:01,26
407,25,3672,2021-10-09 23:56:06,12
408,55,2104,2021-06-26 21:34:32,17
409,29,212,2021-10-21 15:30:43,5
410,27,700,2021-10-16 10:11:57,11
411,26,3229,2021-02-25 06:41:30,2
412,18,154,2021-12-31 03:10:26,25
413,11,2870,2021-09-21 23:32:30,10
414,15,455,2021-10-22 17:36:15,5
415,37,6,2021-09-15 05:56:52,23
416,30,4442,2021-11-24 12:38:19,33
417,25,4303,2021-09-30 09:47:57,1
418,16,3667,2021-06-06 16:38:06,41
419,5,136,2021-08-10 09:22:24,31
420,10,3601,2021-08-28 05:47:37,3
421,14,2818,2021-04-19 08:20:04,29
422,22,2076,2021-08-31 10:39:53,10
423,13,578,2021-09-17 02:17:41,12
424,11,1012,2021-02-11 05:41:38,2
425,47,2951,2021-07-01 04:11:18,11
426,12,211,2021-07-18 19:48:08,9
427,19,3883,2021-05-19 20:47:50,22
428,33,594,2021-03-28 02:50:52,23
429,27,2914,2021-09-16 10:33:17,15
430,20,1828,2021-08-27 13:03:03,9
431,44,2666,2021-08-30 10:31:26,1
432,31,3466,2021-03-05 20:36:49,28
433,30,1695,2021-08-08 01:20:10,13
434,51,193,2021-06-23 13:31:07,1
435,35,4209,2021-12-30 17:57:54,4
436,32,1539,2021-01-16 01:00:47,25
437,17,2566,2021-06-23 09:44:49,11
438,30,3109,2021-04-08 02:37:38,2
439,46,4263,2021-07-14 09:28:09,9
440,8,2327,2021-01-05 16:53:34,29
441,38,2736,2021-05-05 05:51:35,28
442,49,464,2021-11-22 22:15:43,7
443,24,1927,2021-08-03 17:25:07,5
444,28,3425,2021-01-20 02:11:36,4
445,22,2603,2021-12-29 18:04:38,31
446,24,888,2021-11-27 16:23:44,14
447,15,339,2021-01-23 19:08:16,13
448,38,11,2021-03-02 22:36:11,39
449,38,179,2021-06-27 04:41:04,46
450,22,1679,2021-07-25 04:30:30,2
451,35,3822,2021-06-29 02:52:03,17
452,9,1501,2021-05-17 18:27:41,12
453,38,758,2021-09-07 20:22:26,19
454,45,3763,2021-03-22 11:08:10,12
455,53,3250,2021-09-28 14:27:16,1
456,51,392,2021-06-25 18:47:35,1
457,54,4116,2021-11-24 11:34:57,1
458,21,3129,2021-03-08 08:05:58,9
459,46,2900,2021-12-26 16:42:48,17
460,22,2175,2021-02-08 15:41:23,9
461,53,3200,2021-10-01 02:13:21,1
462,14,3943,2021-02-16 00:40:05,22
463,25,2988,2021-06-28 21:48:13,3
464,12,4181,2021-01-23 18:18:49,9
465,34,1213,2021-06-12 03:01:26,2
466,23,1133,2021-02-06 10:34:57,2
467,35,902,2021-09-16 10:14:59,24
468,55,2176,2021-08-12 14:59:21,21
469,24,842,2021-03-12 15:54:17,10
470,14,3846,2021-07-28 02:35:43,25
471,8,266,2021-03-05 02:42:47,22
472,45,756,2021-12-18 19:47:37,4
473,11,2914,2021-03-31 02:06:48,1
474,31,1413,2021-01-22 15:19:59,2
475,23,1395,2021-03-23 15:17:29,5
476,18,1902,2021-10-01 01:44:36,35
477,24,2813,2021-10-31 13:22:32,8
478,38,4160,2021-12-16 01:22:38,5
479,49,844,2021-04-01 12:08:51,1
480,4,3989,2021-12-25 19:35:11,1
481,52,551,2021-11-17 21:04:00,1
482,25,3010,2021-10-20 05:10:09,16
483,35,2135,2021-03-25 04:34:00,33
484,45,2386,2021-06-12 08:56:51,1
485,8,4072,2021-04-11 13:31:10,32
486,12,1017,2021-03-20 10:03:05,5
487,24,3692,2021-09-08 23:22:40,3
488,7,397,2021-04-18 15:21:48,7
489,31,4072,2021-04-13 08:32:36,21
490,27,388,2021-12-16 11:31:51,14
491,39,1284,2021-06-14 09:37:31,1
492,14,4101,2021-12-25 22:51:46,30
493,27,3058,2021-11-10 17:40:42,12
494,12,451,2021-09-07 19:41:47,4
495,38,412,2021-01-24 07:55:22,45
496,13,2765,2021-07-03 21:24:26,18
497,3,2320,2021-02-10 21:48:32,6
498,51,2631,2021-01-01 05:42:54,1
499,26,1668,2021-01-25 20:09:30,12
500,24,2302,2021-10-06 12:14:27,16
501,5,1011,2021-06-10 09:20:11,3
502,2,215,2021-10-12 10:52:55,18
503,36,3092,2021-12-29 23:23:01,35
504,8,2169,2021-04-19 17:04:35,7
505,5,908,2021-10-14 00:54:21,28
506,35,414,2021-07-19 01:13:49,42
507,3,1084,2021-01-04 02:22:55,19
508,17,4092,2021-01-03 07:19:48,33
509,49,434,2021-06-20 06:46:43,5
510,48,876,2021-01-19 09:02:29,5
511,20,1320,2021-10-07 04:27:12,14
512,22,3782,2021-05-29 20:36:32,5
513,53,4523,2021-11-11 08:43:51,1
514,37,4536,2021-09-07 00:03:07,38
515,47,2651,2021-02-27 09:10:28,2
516,14,1248,2021-07-04 21:23:32,16
517,30,133,2021-04-15 00:52:29,9
518,35,2034,2021-01-02 04:49:49,7
519,10,3055,2021-04-10 18:45:06,5
520,25,564,2021-12-03 09:45:11,1
521,49,3285,2021-08-13 09:58:28,6
522,55,3724,2021-05-28 22:24:11,29
523,27,1370,2021-04-22 05:50:57,4
524,5,3602,2021-12-10 08:40:52,25
525,33,4554,2021-02-28 09:39:34,17
526,43,705,2021-04-11 23:51:29,1
527,17,3334,2021-03-05 00:58:02,17
528,51,3169,2021-05-19 06:20:04,1
529,37,2303,2021-11-23 02:29:51,21
530,31,2074,2021-09-27 12:56:10,17
531,47,3426,2021-06-18 12:27:09,1
532,54,4483,2021-08-21 12:39:35,1
533,13,4285,2021-07-12 19:00:15,1
534,14,2506,2021-03-22 03:07:29,8
535,29,2681,2021-06-30 00:25:23,19
536,4,661,2021-03-12 02:31:31,9
537,36,589,2021-08-30 17:30:38,17
538,50,4381,2021-02-04 16:49:02,5
539,42,2681,2021-06-09 16:46:34,1
540,22,4156,2021-08-03 12:58:34,2
541,13,3782,2021-05-01 22:54:27,7
542,4,2141,2021-04-01 13:06:53,9
543,49,1019,2021-04-06 19:37:37,3
544,47,617,2021-10-28 14:17:32,3
545,16,1528,2021-10-11 01:51:10,23
546,52,2624,2021-11-30 18:41:15,1
547,32,4320,2021-09-18 13:51:00,20
548,42,510,2021-06-20 21:31:00,1
549,21,1379,2021-02-23 08:37:41,8
550,51,2452,2021-09-24 06:20:42,1
551,49,1279,2021-07-03 22:55:47,3
552,20,20,2021-04-27 03:42:42,16
553,34,635,2021-01-23 05:41:27,4
554,45,2899,2021-03-07 21:20:30,2
555,28,4384,2021-01-10 15:00:01,1
556,7,3401,2021-07-07 04:47:25,41
557,3,2089,2021-07-16 10:08:30,8
558,37,3529,2021-12-29 01:29:08,41
559,14,4265,2021-02-19 23:06:02,8
560,48,1625,2021-05-06 00:02:36,12
561,36,2795,2021-08-09 06:49:33,15
562,24,749,2021-03-18 22:37:00,5
563,17,724,2021-03-31 21:26:45,17
564,48,3559,2021-04-24 12:27:41,3
565,25,3224,2021-12-01 12:59:23,3
566,28,3594,2021-10-03 00:59:28,5
567,39,4439,2021-07-24 20:21:30,1
568,53,4002,2021-12-26 06:40:41,1
569,11,2446,2021-05-24 04:56:31,8
570,45,695,2021-10-15 07:07:24,5
571,47,1314,2021-09-18 10:34:19,11
572,14,2905,2021-07-05 05:00:33,29
573,10,957,2021-04-27 05:04:53,6
574,10,3134,2021-05-17 00:01:53,6
575,37,2790,2021-01-12 23:42:53,23
576,51,482,2021-11-03 11:27:22,1
577,29,20,2021-04-02 03:53:42,22
578,52,4528,2021-10-14 11:15:16,1
579,22,3720,2021-10-29 21:48:33,19
580,20,1517,2021-12-28 03:55:45,23
581,52,1365,2021-06-17 19:55:02,1
582,22,1519,2021-04-06 15:13:37,23
583,25,2332,2021-02-20 01:07:15,10
584,54,3882,2021-07-24 21:46:29,1
585,34,26,2021-04-16 19:38:33,1
586,23,3950,2021-11-01 03:03:31,10
587,13,3643,2021-05-17 19:06:35,12
588,47,2533,2021-03-19 23:26:04,1
589,16,2685,2021-11-25 06:03:24,33
590,15,2824,2021-12-19 16:51:12,9
591,24,4450,2021-09-24 04:34:34,6
592,55,1258,2021-05-16 23:57:51,42
593,5,2410,2021-12-28 22:56:39,32
594,37,3875,2021-09-05 19:22:15,47
595,38,1151,2021-11-10 08:23:42,1
596,17,940,2021-07-26 07:04:36,3
597,17,2631,2021-04-03 18:51:11,30
598,45,4504,2021-05-09 21:48:43,9
599,36,694,2021-05-28 14:23:07,22
600,44,4089,2021-05-15 07:40:30,1
601,1,3412,2021-09-04 03:27:54,7
602,3,1808,2021-10-25 20:54:41,11
603,22,4140,2021-08-03 06:02:52,19
604,36,2882,2021-10-24 15:56:25,22
605,6,523,2021-12-03 14:53:11,33
606,27,422,2021-07-23 19:54:52,11
607,27,3221,2021-08-20 23:50:06,14
608,37,3009,2021-10-01 04:08:52,9
609,52,4130,2021-03-20 13:47:41,1
610,25,723,2021-11-29 03:05:15,7
611,31,3503,2021-07-04 10:50:08,30
612,37,1841,2021-01-06 19:03:14,5
613,22,4008,2021-03-11 22:30:06,30
614,21,1802,2021-01-13 15:53:28,9
615,13,2699,2021-05-28 01:25:47,21
616,52,1172,2021-12-18 16:31:07,1
617,43,4009,2021-08-20 23:03:26,1
618,47,211,2021-08-29 21:40:05,9
619,26,4280,2021-12-14 12:56:16,7
620,55,783,2021-08-27 16:47:48,25
621,20,2946,2021-05-21 18:57:56,32
622,26,1249,2021-04-07 06:21:15,1
623,26,2233,2021-12-21 20:34:47,13
624,20,4265,2021-06-02 12:48:55,33
625,6,1034,2021-09-30 11:46:38,30
626,10,2643,2021-05-03 13:25:07,2
627,18,3051,2021-04-04 15:47:32,30
628,44,1671,2021-02-15 01:24:17,1
629,1,3292,2021-01-07 23:01:13,17
630,43,3055,2021-12-19 07:08:23,1
631,2,3087,2021-04-20 07:05:36,1
632,11,4065,2021-03-13 13:28:13,3
633,53,2302,2021-01-10 01:43:41,1
634,30,2779,2021-02-14 14:31:40,7
635,23,2453,2021-04-14 08:42:46,14
636,24,4395,2021-06-19 17:33:47,2
637,28,333,2021-01-26 23:15:58,14
638,47,649,2021-09-08 23:00:32,15
639,22,1537,2021-04-23 03:01:35,33
640,13,3705,2021-09-21 03:13:08,6
641,31,2441,2021-08-09 17:01:21,5
